ncode,proba_0,proba_1,proba_2,proba_3,proba_4
N4541HD,0.7893678500325799,0.15681488396881055,0.04595792248602741,0.00619733321423758,0.001662010298344497
N4397HD,0.03634677654697248,0.1335324333068802,0.26035508285149384,0.5625964805056775,0.007169226788976131
N4544HD,0.7031898348263932,0.2736524016186735,0.016806629724140223,0.0045463276880173134,0.001804806142775722
N4545HD,0.08569124899009616,0.3698396879264986,0.37564251903925266,0.128187624268545,0.040638919775607636
N4546HD,0.7088187757085973,0.2740175679504549,0.011817501738117102,0.003955251055851771,0.0013909035469788758
N4550HD,0.7863227154229444,0.1988540470893561,0.010897686010037487,0.002797208353395657,0.00112834312426632
N4551HD,0.6571705612650602,0.3230542090093002,0.01440678290153874,0.003902522630694685,0.0014659241934062294
N4554HD,0.1218164582566428,0.12159970841622637,0.7455552092723708,0.007832883296557755,0.003195740758202376
N4555HD,0.7156259276313619,0.23845060503592322,0.036745296651343136,0.007199225895242196,0.0019789447861295524
N4556HD,0.5821190795001144,0.2427046115052236,0.12522452830376682,0.04573425439220248,0.004217526298692694
N4563HD,0.19660045549775026,0.6267166550261131,0.16438975736099729,0.009318206408851254,0.0029749257062880786
N4567HD,0.9098434843053367,0.06313226025652902,0.020442675762406746,0.005285361746809381,0.0012962179289181342
N4561HD,0.8120033716416868,0.1772027473097212,0.007066019544109745,0.002732348315489091,0.0009955131889930974
N4571HD,0.1563022411479631,0.5933004419438146,0.18049306047908076,0.05020222102002131,0.019702035409120234
N4574HD,0.9819308825758462,0.013989519640305427,0.0028867213553031117,0.0008514350842600882,0.000341441344285291
N4575HD,0.5271810579803815,0.4462091595898754,0.017739389824628266,0.005320261863954416,0.003550130741160565
N4579HD,0.1625589624703964,0.6932997630362642,0.1059053899108247,0.031878748626314214,0.0063571359562004295
N4581HD,0.80739055963081,0.1698321248766094,0.01733922521664305,0.003948593879350784,0.0014894963965869424
N4584HD,0.7581792538560762,0.22661209067486401,0.010576001486294836,0.0033009490400195372,0.001331704942745514
N4578HD,0.7941641847615342,0.18113079107222432,0.01927697715420449,0.0038960430423986402,0.001532003969638382
N4590HD,0.14162150741292112,0.8464593757628258,0.009102442320659553,0.002071938830460881,0.0007447356731325181
N4593HD,0.05815081456654557,0.2814540771563828,0.22747250866689853,0.4255153515527632,0.007407248057409779
N4151HD,0.1197157639784287,0.20502858024115003,0.36557712888606997,0.30424272969454885,0.005435797199802472
N4594HD,0.77458693980483,0.21102650636123593,0.010288268004282432,0.0029307480403648963,0.001167537789286679
N4600HD,0.55581524997605,0.2539825190266938,0.18292273515284,0.00532806035367524,0.0019514354907409653
N4605HD,0.09000260405436017,0.14209103182454647,0.6609821381196199,0.1031007511403213,0.0038234748611521868
N4612HD,0.6810742643147969,0.2737934659638707,0.03498387977449411,0.008535337979253398,0.001613051967584892
N1701HC,0.06790174273433959,0.11809600136316988,0.4381615097455354,0.32445895638618716,0.051381789770767926
N3705HD,0.012582988819650344,0.02813262069604481,0.12840386069366413,0.5229076848569661,0.30797284493367455
N4589HD,0.8185006083706348,0.11476236180510441,0.05438441478130801,0.010672744627836045,0.001679870415116775
N4339HD,0.9180527061961923,0.0751750280360857,0.004591789687903682,0.0015589538702717532,0.0006215222095462466
N4615HD,0.02537655661134841,0.06929468845152896,0.2225238956113666,0.6673015766660857,0.015503282659670273
N4618HD,0.8855012713040382,0.09559147823462322,0.014371453244059766,0.0034069148363513467,0.001128882380927447
N4624HD,0.41520848027511875,0.5728210588696355,0.007601078493922053,0.0031246133933373827,0.0012447689679862292
N4626HD,0.746118116592129,0.22053631456195197,0.027553524785161182,0.004484798366328239,0.001307245694429565
N4628HD,0.09895932664944,0.4350573263319574,0.3178422234865176,0.12098736684478009,0.027153756687304853
N4638HD,0.049558677647470795,0.21479988424736932,0.5276688281832564,0.18814546032631668,0.019827149595586697
N4639HD,0.4292314671293066,0.48042482768249195,0.06996406087181158,0.014054551881320375,0.006325092435069502
N4642HD,0.913796530007032,0.07534840872471826,0.0076515758982627574,0.002308811042454924,0.0008946743275322105
N4646HD,0.9638772988883756,0.02847263704032257,0.005373409608938073,0.0016437342980136053,0.0006329201643502829
N4631HD,0.8179494166569222,0.1709889781689798,0.007841849161745051,0.002302378261306894,0.0009173777510459698
N4656HD,0.0377583260946305,0.20389368477678713,0.5169106234565923,0.1816130001589148,0.05982436551307532
N4658HD,0.8946234148860395,0.08502197761717023,0.016195690823240832,0.003199055755535465,0.0009598609180139808
N4661HD,0.6619125116149701,0.2795896269837901,0.045275347854436335,0.010713651240091238,0.0025088623067121185
N4665HD,0.7498436609498866,0.2272529495799853,0.018021657474021933,0.003538766742605601,0.0013429652535004353
N4667HD,0.8924504891105616,0.09072854160522557,0.012645364768275004,0.0031749078765808156,0.0010006966393569924
N4669HD,0.625346246730852,0.34429783606822534,0.018655524760679568,0.009701185939498215,0.001999206500744709
N4673HD,0.2031356810936385,0.33373992971279964,0.38625234458213564,0.06874962587299571,0.008122418738430483
N0760HD,0.17354670060411537,0.4926472540660552,0.30463685752365577,0.01946027066242105,0.009708917143752865
N4672HD,0.7335526745086762,0.22117739104064452,0.03693238766937583,0.006601327388935001,0.0017362193923685985
N2593HD,0.7564549769932765,0.22601196996001807,0.010656021134880555,0.005564651057792816,0.001312380854032132
N4677HD,0.5340705033349035,0.38331875309924757,0.07248732388547532,0.006640220675297051,0.0034831990050766936
N4680HD,0.35352279965944494,0.5286924105550637,0.08450007095122024,0.012045675404080029,0.021239043430191108
N4688HD,0.06029180474368075,0.2934215312563935,0.3524684285857897,0.2752941024680143,0.018524132946121766
N4689HD,0.8593478396918247,0.10839436483563902,0.026661186304944944,0.00373515835497046,0.0018614508126207935
N4691HD,0.10393966076474052,0.24993361204246795,0.5553110722244499,0.05718958513151789,0.03362606983682374
N4692HD,0.823666001946856,0.10302719675993194,0.04971611491112729,0.01618748866180275,0.007403197720281999
N4694HD,0.07339400870545092,0.2958237708928599,0.438460274577109,0.16094586188635934,0.03137608393822087
N4695HD,0.28709885584935513,0.6196721730997001,0.07441643673181884,0.010910924007317501,0.007901610311808362
N4699HD,0.18843583761542024,0.12233856928793377,0.5881788315177714,0.055253594882474596,0.04579316669639995
N4703HD,0.5052468801889308,0.2547026917563019,0.17425856564575648,0.05531371905178789,0.010478143357222905
N4704HD,0.003985797524060045,0.014126631766501536,0.09047331418555347,0.8905609632617433,0.0008532932621416768
N4708HD,0.9476689373795031,0.042343202706662635,0.006882548277774459,0.002060993686853785,0.001044317949206129
N4714HD,0.7940350395774712,0.08814487783101026,0.08093601266023343,0.03092536042194611,0.005958709509338874
N4721HD,0.2508810134964566,0.49478166977278143,0.17817111340165384,0.045051156931324235,0.03111504639778394
N4722HD,0.8345246746862311,0.1531617769719911,0.00895689999459411,0.00242088249389886,0.0009357658532848551
N4724HD,0.6624058465863517,0.2996705067843338,0.030995143227950106,0.005048129111498192,0.001880374289866179
N4726HD,0.03864112187377966,0.9143941365768786,0.041080864560259306,0.004391782986087353,0.0014920940029949476
N4735HD,0.5578528172171271,0.3892500518707368,0.03519768556065459,0.009888226918905002,0.00781121843257661
N4063HD,0.6290227507951615,0.22352363983449602,0.08388784023110511,0.051236441568241926,0.012329327570995627
N4712HD,0.5502114320676387,0.4264957076696175,0.01668566517716411,0.004863407079866263,0.0017437880057134616
