ncode,proba_0,proba_1,proba_2,proba_3,proba_4
N0001HE,0.8931869717828544,0.10277302328388678,0.002656533818103117,0.0010487567797825756,0.00033471433537300206
N0002HE,0.23342523180083577,0.7342947079703043,0.029272501303876958,0.002346029242999997,0.0006615296819828882
N0004HF,0.7375989771497098,0.2436288494316476,0.015064479353910368,0.002975003476544473,0.0007326905881876228
N0005HE,0.0028669937766229925,0.01240582181271777,0.33510508683106144,0.6340586343528221,0.015563463226775692
N0006HF,0.048231210542741154,0.4630531817275959,0.4221085713017564,0.05872337889935335,0.007883657528553193
N0007HE,0.24300850950822533,0.64024840059654,0.10269272123370651,0.011685312312103135,0.0023650563494250773
N0009HE,0.8552788453182535,0.13653044498821673,0.006663317945364985,0.0012523274641652164,0.00027506428399941106
N0009HF,0.7015742177292176,0.25915824887941624,0.026116061692057723,0.01046126462345991,0.002690207075848494
N0012HE,0.784186652326406,0.19443783664894856,0.01795557577276834,0.0027250296817454807,0.0006949055701316211
N0013HF,0.7893864404600063,0.19682192254331007,0.009072240929149041,0.00384495080966267,0.0008744452578719886
N0014HF,0.703534304027172,0.27010058184845764,0.021224804637541922,0.004031009877905754,0.0011092996089225864
N0016HE,0.9161035722335052,0.07980287115494086,0.0028044963501519743,0.0009281990164288275,0.0003608612449730433
N0017HE,0.7799200034869906,0.21128256847715238,0.006854528247478715,0.0015134493982213934,0.00042945039015692776
N0018HF,0.7612308667828687,0.22340124848852697,0.012071113394159531,0.0025844479016230346,0.0007123234328217391
N0021HF,0.8095676904889755,0.18353949401902572,0.005813676531335141,0.0008431070119695317,0.00023603194869389242
N0022HE,0.7731399846379636,0.21090463810819032,0.011866607252823028,0.0030157364985682117,0.0010730335024548231
N0024HE,0.5460397142136918,0.4012861338529505,0.04250325109910739,0.008160554389062926,0.002010346445187482
N0025HE,0.34419104230066866,0.4605821004736585,0.1475231432347041,0.03858102362902539,0.009122690361943273
N0025HF,0.11166564056155151,0.7130846440179786,0.16105302010761044,0.012012504871226171,0.0021841904416333535
N0026HE,0.16934397962626138,0.6057228605298934,0.2117272311551439,0.010888447730807962,0.002317480957893386
N0026HF,0.7617759691524528,0.22182846485606866,0.012640375129987804,0.002914307743257296,0.0008408831182333667
N0027HE,0.6737599368925571,0.29691594908835206,0.023848746057816245,0.004540767461675113,0.0009346004995995572
N0027HF,0.004938540683992961,0.03322361633585802,0.2982822424764061,0.6370932515545927,0.026462348949150255
N0029HF,0.13770884318351675,0.4572529071451254,0.2575865699579228,0.11506624732577045,0.03238543238766466
N0032HF,0.31373460813331444,0.527512973380645,0.10805121418470305,0.043867809547272235,0.006833394754065308
N0034HE,0.4360078597477329,0.4337850458710437,0.09570171406863283,0.027801108327991764,0.006704271984598808
N0035HF,0.8111784780729824,0.17803001215083172,0.007830657310942707,0.002325588915560817,0.0006352635496824708
N0037HE,0.30716544711050814,0.5413176449890151,0.12062468498298025,0.02481656088225296,0.006075662035243473
N0039HE,0.10449794225431823,0.770852517152188,0.11651890745816355,0.00682700839581232,0.0013036247395176916
N0040HE,0.3502867538318328,0.5695539279969521,0.06274702192678841,0.013263524103108132,0.004148772141318574
N0042HE,0.2137060416719197,0.45676747636180626,0.22304321383887554,0.0824171062207308,0.024066161906667733
N0044HE,0.48840883459433204,0.43420094260911346,0.05385926540783411,0.01901642579294619,0.004514531595774295
N0045HF,0.1150434322682891,0.8086671133158341,0.06433018483323656,0.009667673420138499,0.002291596162501871
N0046HE,0.14210963615029265,0.7540919049128549,0.0910048529170907,0.010501635213297923,0.00229197080646364
N0047HE,0.6260704744213574,0.3334416121809441,0.032488348539466326,0.0065259776832740386,0.001473587174958107
N0047HF,0.7980649463169186,0.18474565968760276,0.013953634766616508,0.002677374080665324,0.000558385148196792
N0048HF,0.687170413890999,0.28226708503279374,0.02474971685069331,0.004756482215398074,0.0010563020101159244
N0053HF,0.9429658935452963,0.05501462076481124,0.0015378611011059987,0.00035178135230807005,0.0001298432364783806
N0054HE,0.13035368913656348,0.7708050868418255,0.09208162557792399,0.0056209817399812834,0.0011386167037057474
N0058HE,0.38983504875719055,0.48401651557294273,0.09054766026776596,0.0291316647991521,0.0064691106029486824
N0058HF,0.8903003784979756,0.10122102521054906,0.00654095046591809,0.0015474894331106667,0.00039015639244659514
N0059HE,0.07624666880313927,0.31337241625020007,0.3314726468084661,0.22402041809166326,0.054887850046531274
N0059HF,0.4311202575846787,0.496479988517797,0.054904067988710434,0.013485901360254349,0.00400978454855949
N0060HE,0.08204811216179161,0.3885094908462857,0.3369483139174166,0.1595665322183816,0.032927550856124435
N0064HE,0.6262521266882066,0.3339504340551117,0.028412092435965347,0.00926764829619617,0.002117698524520124
N0066HE,0.546169248982921,0.3968259186129047,0.044107396486576175,0.010901569411516088,0.001995866506082048
N0068HF,0.019267547780962943,0.14049910445772001,0.33573349702519895,0.42149828694384855,0.08300156379226957
N0069HE,0.6407692078185031,0.34564162365165413,0.00996910155242548,0.002757054702816608,0.000863012274600534
N0069HF,0.062020840567767174,0.5772401551634705,0.3316124663094659,0.025063082836790075,0.004063455122506181
N0070HE,0.11944232472215022,0.4217979912167282,0.3130823589746566,0.12529172390202306,0.020385601184441944
N0071HF,0.39920220718883603,0.5229982444392424,0.05936516432718695,0.014249816106256127,0.004184567938478474
N0074HE,0.4657641551966205,0.4778684412243076,0.0477295829290753,0.007267093751513819,0.0013707268984826885
N0076HE,0.07211366594366073,0.3098400830798913,0.381394356378957,0.19852063749785243,0.03813125709963846
N0076HF,0.883841165798892,0.10998406979066659,0.004539347574985138,0.0012249304133668596,0.0004104864220893711
N0077HE,0.0058349021200571494,0.029125144587880798,0.33013501403806667,0.4145294159963675,0.22037552325762794
N0077HF,0.8277391495945079,0.1601604029425073,0.010435851911706272,0.0013213323279688623,0.0003432632233097689
N0078HF,0.8421362670650685,0.1475176461515471,0.008932727514865872,0.0011323958259853643,0.00028096344253329426
N0079HE,0.4383708287194601,0.5110919405332067,0.03448528251658311,0.010541569473754663,0.005510378756995432
N0079HF,0.8670001879320293,0.12825661324332466,0.003561684613676251,0.000859552126719494,0.000321962084250286
N0080HE,0.2809747667487676,0.6001072861656311,0.11109251744852384,0.006745500383135053,0.0010799292539423674
N0082HE,0.2974463026748789,0.592446345002988,0.100753455670144,0.008029437903066181,0.0013244587489229715
N0084HE,0.9078449211453951,0.08835453786956618,0.002475390642516691,0.0009231880212032256,0.0004019623213189544
N0086HF,0.1172548445244912,0.798768554483088,0.07872921717777805,0.004420377747866792,0.0008270060667758868
N0089HF,0.19289949709737664,0.7430792483305324,0.0588696212034988,0.004294346774421557,0.000857286594170727
N0094HE,0.4506792862584459,0.4358573646843462,0.07741032528432165,0.030481139383143275,0.00557188438974297
N0095HE,0.1456671728885165,0.7395768109029952,0.1066863347239835,0.006931369072031793,0.0011383124124730616
N0096HF,0.8096080360525791,0.17728178585772975,0.008582788808760282,0.0033806377386108614,0.0011467515423201364
N0099HF,0.37951464384124395,0.5759631560583207,0.0395332552244209,0.0040215426841015275,0.0009674021919129257
N0101HF,0.7759433526198849,0.21640251923807624,0.005533927060726011,0.001583650687496096,0.000536550393816609
N0102HE,0.2057627545506993,0.7017109437965893,0.0776595672274045,0.011974768744436825,0.0028919656808701674
N0103HF,0.004825930748133542,0.029867486059399245,0.22933398739351882,0.3952762929351846,0.3406963028637638
N0105HF,0.9590608434608233,0.03788255584542351,0.002224039338376334,0.0005633551336807722,0.00026920622169591507
N0108HE,0.3299442642046232,0.5961857056661464,0.058606809128900185,0.011738272759217391,0.0035249482411128983
N0109HE,0.02869129180700874,0.3196566357589795,0.49014638859204795,0.14406941754225255,0.017436266299711206
N0110HE,0.18716801315974535,0.5042606863308017,0.2522792873264598,0.048969070823159835,0.007322942359833344
N0111HF,0.8224651242261778,0.1697012384300702,0.006007322639219276,0.0013417274154567016,0.0004845872890760697
N0113HF,0.7712995316059607,0.22092652389318998,0.006196163530672384,0.0012150741229968443,0.00036270684718026856
N0114HF,0.19196633285518616,0.6473211039432665,0.14790628688973925,0.010955238459524742,0.0018510378522833826
N0115HE,0.5648522433791539,0.3717595944995967,0.048476861553446986,0.011969125484244742,0.002942175083557696
N0117HF,0.7399342773449018,0.24739448604497608,0.008703226166284406,0.0027153945402991855,0.0012526159035385234
N0119HE,0.6852783064930413,0.30124499120501813,0.011131023023753399,0.0019048055357524663,0.0004408737424347211
N0119HF,0.8712671976013608,0.11976217920713647,0.006080516879300116,0.002148292755416467,0.000741813556786029
N0123HE,0.37753770929718555,0.48111570461728714,0.10264315560387223,0.032729354754673506,0.005974075726981649
N0124HE,0.04682164047534007,0.45276026085081245,0.37215615991615936,0.09967724790580264,0.028584690851885364
N0125HE,0.8843762144175458,0.1118912941975357,0.0029715664634624773,0.0005762648874938517,0.00018466003396225226
N0125HF,0.34812464921078906,0.5193142415771361,0.11382869331317184,0.015330445657325378,0.0034019702415776032
N0127HE,0.017078017575299954,0.11804104228940196,0.37217111723698093,0.37614952450803585,0.11656029839028126
N0127HF,0.7769187777144556,0.21148126650324114,0.00764001463863314,0.0029419280809472297,0.0010180130627228576
N0130HE,0.914709848369642,0.08266296836892376,0.002031355018419548,0.0004447605280920858,0.00015106771492254
N0132HF,0.2632079253191725,0.6788496624285726,0.05128299103568178,0.005057787832000019,0.0016016333845732336
N0133HE,0.6368392945804022,0.3473819783857686,0.01141157848435411,0.0032214665029785747,0.0011456820464963537
N0136HE,0.7998937130148611,0.19290901469536062,0.005873853831564959,0.0009998931832510857,0.00032352527496222835
N0136HF,0.7854692481774374,0.19463991372580808,0.01610329688219607,0.0031312973858346298,0.0006562438287238355
N0138HE,0.04607476616539928,0.2985151002841701,0.35154385111079384,0.2587235000591244,0.04514278238051238
N0140HE,0.642800362295713,0.3263059093065606,0.022264868886629034,0.006323201668977108,0.0023056578421202104
N0140HF,0.7989652314323749,0.1869219550577179,0.011504292835118637,0.002140216778320012,0.00046830389646863884
N0141HE,0.02218999092739713,0.8348267477410106,0.1345137240019992,0.007315933597640281,0.0011536037319527259
N0142HE,0.7190409923742729,0.2510762385451687,0.02298994652473672,0.005350237044380427,0.001542585511441528
N0142HF,0.8630978454223639,0.13165145364264977,0.0034385808299776124,0.0012657818513357392,0.0005463382536730698
N0145HE,0.8969257461013875,0.10047549934689122,0.001951800535301034,0.0004868861822938537,0.00016006783412644075
N0147HE,0.7971594912221711,0.17749250243132902,0.01652536825428032,0.006263480881863026,0.002559157210356512
N0149HF,0.08697925147066585,0.850343326227249,0.05719655672674691,0.004450194525399879,0.001030671049938426
N0150HE,0.13111772954706882,0.4688966181600649,0.263602060818157,0.11999970603697396,0.016383885437735213
N0151HE,0.12689184456791153,0.4433680863731187,0.3240351674575353,0.09265953167891287,0.01304536992252163
N0152HE,0.664845532930874,0.29438138736494673,0.03217354043922233,0.007136985600827388,0.0014625536641295035
N0153HE,0.6117014125112783,0.33276219166436044,0.04431817795917873,0.009420642005211493,0.0017975758599709124
N0153HF,0.6566348275198741,0.3102517181807854,0.021897326479993727,0.008324837417033677,0.002891290402313059
N0157HE,0.8054655714819454,0.1834535482864973,0.00806320584392148,0.002320070912584527,0.0006976034750513173
N0158HF,0.6592539489268878,0.29538867545291336,0.03387306790457025,0.009311364000644973,0.002172943714983559
N0159HE,0.18471674429064783,0.5104791244974144,0.16932157191229943,0.11916976623854243,0.01631279306109593
N0159HF,0.21379914374079206,0.644400399463952,0.10887496206143081,0.02669685836856319,0.00622863636526183
N0160HE,0.885136777921469,0.10933041186858619,0.0041010910716779685,0.0010335273928489134,0.0003981917454178696
N0161HE,0.8922032336885908,0.10394491349417223,0.002691654177995475,0.000918391695718602,0.00024180694352291947
N0161HF,0.9091355818868168,0.08588861958901178,0.003425782732675678,0.0011020188105898155,0.000447996980906068
N0163HF,0.008761536893570641,0.04307202231726916,0.22550618553775287,0.4610964940467811,0.2615637612046263
N0164HF,0.2505919298120495,0.49814984063130846,0.19059215063064533,0.04778532257778166,0.012880756348215052
N0166HE,0.7449780512055522,0.23792932150206555,0.013765654097476512,0.00255863749926857,0.0007683356956371633
N0167HE,0.34966924006488,0.5749254656413678,0.06011729992204332,0.011751106931643959,0.0035368874400649466
N0168HE,0.035692213745862816,0.924074083082799,0.03698043856989858,0.0028060604330652585,0.00044720416837415916
N0170HF,0.9415024971928702,0.056201640734477996,0.0016808033637813774,0.00045160506151992663,0.00016345364735034597
N0171HC,0.8467208133743661,0.1440096534658462,0.006008251753044222,0.002376115289397721,0.0008851661173458491
N0171HF,0.6245840254629377,0.3582207690858493,0.014748151471500975,0.0018855647116597675,0.0005614892680522787
N0173HE,0.5020560441934492,0.4685613691911077,0.024511268337406293,0.0037414431404717377,0.0011298751375650455
N0175HE,0.2725513686841856,0.4581298470101417,0.1969341094419787,0.054369034715984386,0.018015640147709594
N0176HD,0.5380488332034292,0.43893222556831857,0.01994625377043712,0.0023222181099515427,0.0007504693478634693
N0176HE,0.9413703875527512,0.05232673817826696,0.0041476838062742384,0.0015505056210975972,0.0006046848416100797
N0181HE,0.5251829822770898,0.4227210206446085,0.04627510773104873,0.004468504469232965,0.001352384878019977
N0185HF,0.510968207887449,0.47872967317416937,0.009002111177660437,0.0009511184291914187,0.0003488893315298862
N0186HE,0.7819154706314756,0.2088436900285747,0.007143638666792569,0.0016142973460889394,0.00048290332706808585
N0188HF,0.1215072640338107,0.8070937827042002,0.06476435511556332,0.00554514221162964,0.001089455934796157
N0189HE,0.7235717018402579,0.24966190964514415,0.020259878951989524,0.004863053187816754,0.0016434563747916267
N0190HD,0.16249096031462787,0.6170054423096052,0.16686059192670438,0.04233988109826762,0.01130312435079494
N0192HF,0.32525614461744323,0.4689530497214084,0.1584087374102078,0.041486292888598085,0.00589577536234235
N0193HF,0.1476494256862783,0.43974626870287253,0.25978228067072057,0.129230259788427,0.02359176515170156
N0194HF,0.007450994735409095,0.05092677702373466,0.4061111973099106,0.4327498823346948,0.10276114859625093
N0195HF,0.1867634539371978,0.5656980561313115,0.18913312088760148,0.04786463305375536,0.010540735990133865
N0197HE,0.025691082812433107,0.9259906451437956,0.04242650441743746,0.0051127045582361206,0.0007790630680976875
N0198HF,0.4408842965499285,0.5422386387437632,0.014236908600628062,0.0019019864062129403,0.0007381696994673147
