ncode,proba_0,proba_1,proba_2,proba_3,proba_4
N4541HD,0.9953038089921576,0.004594413909858176,9.522302556853009e-05,4.089548684798181e-06,2.464523730814192e-06
N4397HD,0.005682897932452216,0.032441323796699895,0.5024855411213668,0.4565243217586566,0.002865915390824526
N4544HD,0.9950390328555426,0.004892295500082027,6.364614379336901e-05,4.862691716820198e-06,1.6280886520331594e-07
N4545HD,0.02767672908628682,0.03438504994260075,0.37301793870965705,0.48246919272822136,0.08245108953323409
N4546HD,0.501538132461523,0.4644733111136563,0.033711340642167506,0.0002603076061946479,1.6908176458578382e-05
N4550HD,0.9949038933414538,0.005077042772650295,1.5690031270616332e-05,3.0770784014781777e-06,2.9677622381764027e-07
N4551HD,0.9835174512283787,0.016442081506184023,3.759879659206759e-05,2.6756311805141743e-06,1.92837664489075e-07
N4554HD,0.09869974997636645,0.4767683233822782,0.40962755228108677,0.012469369003764963,0.002435005356503626
N4555HD,0.9248668961956525,0.07336724011039573,0.0016258762583971906,0.00013188090147837236,8.106534076062992e-06
N4556HD,0.8660248041405332,0.09452995681151075,0.02925854147575192,0.009259417525311677,0.0009272800468925881
N4563HD,0.9722858707281322,0.01949271667304916,0.0075413631135732495,0.0006571192883822886,2.29301968628425e-05
N4567HD,0.9992391418301321,0.0007350212014471932,2.2174060557101568e-05,3.4522665542513684e-06,2.1064130945625866e-07
N4561HD,0.9948998980576712,0.005089713403807538,8.69114112658159e-06,1.4390736469818137e-06,2.5832374780858457e-07
N4571HD,0.6575846953559152,0.19890761522450567,0.13642125819219134,0.006010552759462142,0.001075878467925689
N4574HD,0.9984312138296718,0.0015633559024028653,4.2701373647062624e-06,9.899028167609823e-07,1.70227743779587e-07
N4575HD,0.9526611629151049,0.04544543125802,0.0016303967206630443,0.00023947437484136917,2.3534731370700908e-05
N4579HD,0.6518893905611626,0.2595998165796776,0.0809662373935687,0.006455682379544294,0.0010888730860466962
N4581HD,0.672082394803954,0.3156469524875349,0.012064695530084529,0.00019087178972336074,1.50853887032602e-05
N4584HD,0.640228876005076,0.3375205569921539,0.022030132591434,0.0002064195298276011,1.4014881508438557e-05
N4578HD,0.9873263022080404,0.012300976445618537,0.00035499227421694526,1.1829976595004838e-05,5.899095529091364e-06
N4590HD,0.629906829778305,0.33011491845903695,0.03910678213049148,0.0008483011077647227,2.316852440197471e-05
N4593HD,0.026718304503157594,0.3694611615930256,0.33976530321337367,0.2552033323548378,0.008851898335605351
N4151HD,0.16055922669115827,0.18781108427052093,0.2613500633504472,0.35517932864732227,0.03510029704055136
N4594HD,0.9948606336899098,0.004999393715405044,0.000130604459674598,7.92968856661421e-06,1.4384464438238474e-06
N4600HD,0.46301963150654507,0.5190379095770489,0.01724431449006648,0.0006818585997175184,1.628582662209419e-05
N4605HD,0.12914631512730831,0.19584676164429626,0.615298036582351,0.05654400934249496,0.0031648773035495236
N4612HD,0.9600906428937962,0.03741022145770882,0.0023516501444731043,0.00014064989518932614,6.835608832355247e-06
N1701HC,0.024535554833398185,0.063829725831845,0.847654145415155,0.049665004905231985,0.014315569014369733
N3705HD,8.230549651701616e-05,0.0009238186464622402,0.021333033520652474,0.42116770515285307,0.5564931371835152
N4589HD,0.9895660167352688,0.0094469594381863,0.0007887414344295343,0.0001835715902122117,1.4710801903224572e-05
N4339HD,0.9983809977088172,0.0016035571883256364,1.4373580414299574e-05,9.726835120571401e-07,9.883893082605439e-08
N4615HD,0.06328570261187635,0.04616176549384046,0.2608421500463656,0.48469483339012537,0.14501554845779213
N4618HD,0.9971862864417107,0.00279175990480443,1.7823127878365576e-05,3.814822501764202e-06,3.15703104810242e-07
N4624HD,0.9206544484360671,0.079005829622203,0.00032504415951893135,1.3783715788608102e-05,8.940664221817576e-07
N4626HD,0.96531827420157,0.03182121919207329,0.002541780967798841,0.0002749471858952203,4.3778452662640166e-05
N4628HD,0.06688645092711983,0.5744218432239793,0.3253250997969517,0.03177379827731781,0.0015928077746313301
N4638HD,0.6036173311591808,0.2007649273552873,0.13392468050433332,0.050618998645701525,0.01107406233549695
N4639HD,0.9840619591988989,0.01557792899875859,0.0003295127574827223,2.512168181752568e-05,5.477363042131407e-06
N4642HD,0.9938097272740792,0.006098002120744351,8.493688089280774e-05,6.998576921196505e-06,3.351473624178524e-07
N4646HD,0.9975513600951033,0.0024156959626732096,3.177405538438454e-05,1.0594831246908921e-06,1.1040371435890264e-07
N4631HD,0.9941229522907099,0.005629356975785766,0.0001979899926031366,4.807596474573634e-05,1.6247761555638591e-06
N4656HD,0.0031616719163603335,0.02946447626824823,0.5318216926332325,0.40221496225139064,0.033337196930768406
N4658HD,0.9960543308610476,0.003034691376289489,0.0007194134605168542,0.00018467885401164623,6.885448134598411e-06
N4661HD,0.9952177403433812,0.004686558181468544,8.72065121576387e-05,7.954674633777e-06,5.402883587375092e-07
N4665HD,0.9909654315921576,0.00894851779197509,6.487729125298524e-05,1.9910070067918343e-05,1.2632545463065907e-06
N4667HD,0.9971419202643422,0.0027905767577037057,6.337304337164404e-05,2.7935364801733036e-06,1.3363981021601861e-06
N4669HD,0.972108857494764,0.027805564030686233,7.888263968583811e-05,5.769552510659021e-06,9.262823531492646e-07
N4673HD,0.2993410125274049,0.18284583628537168,0.5000500922489093,0.012849450836258762,0.0049136081020553345
N0760HD,0.19545512240812435,0.5158392616119661,0.26491238667769695,0.023498663069123005,0.00029456623308960937
N4672HD,0.9761032046678084,0.019691022283541488,0.0038936437015533363,0.00028457563677798453,2.755371031877236e-05
N2593HD,0.9884000218414645,0.011532575857147093,5.7214483941463005e-05,8.231410136932073e-06,1.9564073101662197e-06
N4677HD,0.5263790485042328,0.34802375516579,0.1128812522909716,0.012333448063924234,0.0003824959750813703
N4680HD,0.2883180882142163,0.5223619871718795,0.17428153656177245,0.012711925361861647,0.0023264626902700734
N4688HD,0.010681788663648896,0.02473815459759488,0.3729885097496756,0.5700014885713329,0.021590058417747682
N4689HD,0.9946962978907979,0.005179721476539983,0.00011838651748951512,4.835024999994105e-06,7.590901726358262e-07
N4691HD,0.28997531752221806,0.09450565486350254,0.4680597049741103,0.1285989837883811,0.018860338851787926
N4692HD,0.9109225152808774,0.07301110376691416,0.012168828596152056,0.00328640704436439,0.0006111453116918162
N4694HD,0.015115426551805571,0.05454747051335802,0.7902881776822018,0.12700922595832528,0.013039699294309084
N4695HD,0.18878198200704016,0.6235459117093759,0.18337764163151105,0.003865025633284993,0.0004294390187879091
N4699HD,0.17524176308498013,0.04764606212210087,0.7529620736061075,0.022246858053294915,0.0019032431335167838
N4703HD,0.9737665468382565,0.02058236908996137,0.004779569401624591,0.0008097953939197091,6.171927623788535e-05
N4704HD,0.000682399374650976,0.0033155843329971527,0.46980848705558725,0.5233444651687741,0.002849064067990473
N4708HD,0.9993444921196968,0.0006357432589141483,1.9238791684216682e-05,3.8339121326787417e-07,1.424384917691336e-07
N4714HD,0.8537021849366756,0.05560016586114664,0.08187972985838902,0.00516369637312987,0.0036542229706587738
N4721HD,0.3299234444945195,0.4558312173530029,0.14528356022282068,0.053847912737300545,0.015113865192356423
N4722HD,0.9788504698719203,0.02105761738649156,7.931506348416959e-05,1.1603113170516714e-05,9.945649336067665e-07
N4724HD,0.5168917867249878,0.38716966988461643,0.09399920825726839,0.0018521520016731474,8.718313145429279e-05
N4726HD,0.11667154807417074,0.8052665828028677,0.07670382684294999,0.0013186015248515801,3.944075515995691e-05
N4735HD,0.9787571534302486,0.020987408704463795,0.00022569481255309872,1.4885171061762927e-05,1.4857881672703423e-05
N4063HD,0.9236755809123006,0.04850349658848886,0.02458057623757877,0.00288339485977377,0.00035695140185801913
N4712HD,0.9925588223330059,0.007272403781743529,0.00015736207348574107,1.0886608377336878e-05,5.252033873533907e-07
N4738HD,0.05278650022234732,0.06294927261506154,0.818688627089528,0.06305051824491285,0.0025250818281503263
N4740HD,0.042354180065011786,0.04869447606453887,0.43602112222597156,0.4338123011166889,0.039117920527788876
N4742HD,0.005925962918452287,0.026644841831081297,0.48255863455385833,0.43286728797477725,0.052003272721830855
N4745HD,0.9947390789858909,0.005102285455688983,0.00014366972832493877,1.1695103685737451e-05,3.270726409602413e-06
